## L , time(s) per samp ,    err  , Nsamp
16 4.7358712046e-03 2.7036031909e-07 256000
32 1.6581580390e-02 5.8773930643e-06 256000
64 4.3287781617e-02 1.3121878749e-05 256000
128 2.0498582477e-01 7.3016245175e-05 256000
256 1.0047312680e+00 1.4235418687e-04 256000
512 4.4830985193e+00 2.4086247058e-04 256000
1024 2.1245155056e+01 2.1248167829e-03 64000
2048 1.0499337610e+02 3.4333009220e-02 12800
4096 6.4877700354e+02 2.1851955808e+00 6400
8192 2.0356933500e+03 1.0729278443e+01 641
